# Created by:        SpecsLab Prodigy, Version 4.91.3-r105809 
#
# XY-Serializer Export Settings:
#   Comment Prefix:           #
#   Output Meta Data:         yes
#   Energy Axis:              Kinetic Energy
#   Count Rate:               Counts per Second
#   Separate Scan Data:       no
#   Separate Channel Data:    no
#   External Channel Data:    yes
#   Transmission Function:    no
#   Error Bar:                no
#   Operation Results:        yes
#   Time Zone Format:         UTC
#
# Group:                        Transmission cyclic
#
# Region:                       Cu2p3
# Spectrum ID:                  8
# Acquisition Date:             06/01/22 09:58:53 UTC
# Analysis Method:              XPS
# Analyzer Lens:                SmallArea:1.5kV
# Analyzer Slit:                4:7x20c\B:open
# Scan Mode:                    FixedAnalyzerTransmission
# Curves/Scan:                  1
# Values/Curve:                 501
# Dwell Time:                   0.1
# Excitation Energy:            1486.61
# Kinetic Energy:               511.61
# Pass Energy:                  20
# Bias Voltage:                 90
# Detector Voltage:             1850
# Eff. Workfunction:            4.14
# Source:                       X-Ray Dummy
# Comment:                      
# OrdinateRange:                [-22.000000, 22.000000]

# Cycle: 0
#
# Number of Scans: 10

# Cycle: 0, Curve: 0
#
# Acquisition Date:             06/01/22 09:58:53 UTC
# ColumnLabels:                 energy counts/s
#
525.51  7320.8875
525.61  7302.1029
525.71  7141.2715
525.81  7207.7433
525.91  7294.1898
526.01  7291.5172
526.11  7326.9538
526.21  7386.1534
526.31  7425.078
526.41  7371.912
526.51  7369.9952
526.61  7336.1457
526.71  7321.5304
526.81  7296.4674
526.91  7362.5885
527.01  7268.906
527.11  7381.1155
527.21  7177.9138
527.31  7374.6957
527.41  7472.3851
527.51  7405.6598
527.61  7364.8179
527.71  7437.2828
527.81  7369.9945
527.91  7463.4135
528.01  7367.7739
528.11  7392.4428
528.21  7482.2118
528.31  7358.4574
528.41  7350.5065
528.51  7302.4823
528.61  7347.9286
528.71  7357.4153
528.81  7480.0347
528.91  7474.964
529.01  7553.5201
529.11  7557.0721
529.21  7448.1542
529.31  7525.6377
529.41  7472.1319
529.51  7450.3063
529.61  7521.2801
529.71  7703.1352
529.81  7538.0514
529.91  7547.9736
530.01  7678.1383
530.11  7669.379
530.21  7669.0515
530.31  7539.0925
530.41  7654.3591
530.51  7739.4948
530.61  7771.9361
530.71  7704.9363
530.81  7909.6464
530.91  7757.6608
531.01  7901.242
531.11  7989.1489
531.21  8105.4326
531.31  8093.8812
531.41  8179.7207
531.51  8227.6681
531.61  8190.3578
531.71  8365.0971
531.81  8593.9811
531.91  8753.3287
532.01  8878.6989
532.11  9067.074
532.21  9275.2217
532.31  9459.0395
532.41  9583.5511
532.51  9977.9688
532.61  10354.193
532.71  10580.615
532.81  10702.781
532.91  11180.069
533.01  11502.102
533.11  11665.546
533.21  11511.139
533.31  11483.591
533.41  11343.828
533.51  11180.027
533.61  10803.614
533.71  10564.767
533.81  10256.416
533.91  9815.3665
534.01  9473.7016
534.11  9194.4375
534.21  8868.3103
534.31  8816.6519
534.41  8552.0591
534.51  8398.043
534.61  8125.7409
534.71  8100.3667
534.81  8040.4632
534.91  8037.4503
535.01  7934.6551
535.11  7782.8439
535.21  7814.755
535.31  7563.9484
535.41  7723.9175
535.51  7553.6218
535.61  7461.6294
535.71  7472.429
535.81  7626.1129
535.91  7634.8064
536.01  7551.2968
536.11  7434.271
536.21  7363.3055
536.31  7424.3192
536.41  7559.9635
536.51  7360.0784
536.61  7295.296
536.71  7352.0582
536.81  7333.452
536.91  7314.8963
537.01  7398.7668
537.11  7371.169
537.21  7458.357
537.31  7446.1969
537.41  7508.2933
537.51  7404.2985
537.61  7399.5724
537.71  7308.8375
537.81  7335.064
537.91  7476.2201
538.01  7242.3027
538.11  7288.3307
538.21  7110.1921
538.31  7145.3779
538.41  7355.5324
538.51  7174.6804
538.61  7172.6108
538.71  7259.929
538.81  7347.9234
538.91  7291.7384
539.01  7139.8868
539.11  7104.4774
539.21  7158.1372
539.31  7197.3286
539.41  7138.1305
539.51  7079.6013
539.61  7022.6868
539.71  7180.4848
539.81  7110.9569
539.91  7095.614
540.01  6992.4917
540.11  7020.3296
540.21  6974.5178
540.31  6951.2754
540.41  6997.2767
540.51  7051.4379
540.61  6853.1604
540.71  6947.9508
540.81  6965.9806
540.91  6984.2619
541.01  6932.0639
541.11  6867.6091
541.21  6848.0781
541.31  6989.8113
541.41  6934.5056
541.51  6736.4785
541.61  6798.8859
541.71  6759.9342
541.81  6628.3303
541.91  6821.4038
542.01  6787.8421
542.11  6813.5448
542.21  6766.4877
542.31  6751.6795
542.41  6666.7612
542.51  6778.1961
542.61  6682.2804
542.71  6752.1568
542.81  6834.1816
542.91  6754.6136
543.01  6577.8073
543.11  6617.8805
543.21  6545.1024
543.31  6651.7209
543.41  6605.0132
543.51  6613.813
543.61  6582.826
543.71  6555.4379
543.81  6471.3977
543.91  6528.3343
544.01  6518.7891
544.11  6415.2162
544.21  6449.2693
544.31  6355.2371
544.41  6360.5586
544.51  6358.5557
544.61  6285.4385
544.71  6210.8299
544.81  6269.5279
544.91  6182.4775
545.01  5993.1659
545.11  6080.6634
545.21  6191.7832
545.31  6056.528
545.41  6015.2916
545.51  5923.9095
545.61  6089.7556
545.71  6019.2581
545.81  6094.1464
545.91  6102.0034
546.01  6045.9093
546.11  5824.4219
546.21  5964.8002
546.31  6050.5597
546.41  5872.4321
546.51  5972.0746
546.61  5975.9528
546.71  5859.7806
546.81  5949.0964
546.91  6003.9941
547.01  5967.1748
547.11  5982.2001
547.21  6038.4925
547.31  6088.9533
547.41  6049.631
547.51  5945.5017
547.61  5825.1157
547.71  6038.1744
547.81  5890.9079
547.91  5897.3973
548.01  5935.5018
548.11  5943.8449
548.21  6056.7743
548.31  6104.3943
548.41  6077.1687
548.51  6090.5462
548.61  6015.2473
548.71  5961.355
548.81  6080.1002
548.91  6030.86
549.01  6112.153
549.11  6085.0613
549.21  6177.4167
549.31  6132.6783
549.41  6145.8928
549.51  6256.614
549.61  6231.3431
549.71  6168.137
549.81  6014.5807
549.91  6117.0418
550.01  6270.4607
550.11  6258.231
550.21  6268.9113
550.31  6320.9886
550.41  6327.9457
550.51  6446.0181
550.61  6355.9771
550.71  6474.9936
550.81  6596.8156
550.91  6716.1004
551.01  6780.1547
551.11  6902.8208
551.21  6830.0487
551.31  7044.4328
551.41  7214.4334
551.51  7278.3458
551.61  7494.5606
551.71  7722.3493
551.81  8020.3097
551.91  8259.0162
552.01  8638.5883
552.11  9019.0762
552.21  9585.3605
552.31  10549.828
552.41  11398.582
552.51  12387.814
552.61  13796.986
552.71  15148.901
552.81  16405.456
552.91  17296.721
553.01  17538.37
553.11  17435.207
553.21  17033.463
553.31  15767.17
553.41  14726.585
553.51  13322.824
553.61  12181.476
553.71  10908.589
553.81  9855.4427
553.91  9072.7825
554.01  8406.2935
554.11  7784.1309
554.21  7170.0584
554.31  7054.7759
554.41  6715.6219
554.51  6468.2443
554.61  6281.8037
554.71  6181.7943
554.81  6132.8458
554.91  6044.8377
555.01  6022.7559
555.11  5973.79
555.21  5952.7033
555.31  5845.5575
555.41  5874.582
555.51  5823.8966
555.61  5757.6426
555.71  5700.4494
555.81  5708.7412
555.91  5695.4206
556.01  5727.9023
556.11  5657.6983
556.21  5540.275
556.31  5596.956
556.41  5567.1017
556.51  5529.5604
556.61  5474.9227
556.71  5531.1838
556.81  5487.6882
556.91  5547.476
557.01  5507.7462
557.11  5519.071
557.21  5449.4915
557.31  5418.1546
557.41  5393.9227
557.51  5460.8049
557.61  5422.1008
557.71  5531.9424
557.81  5421.9674
557.91  5480.3645
558.01  5449.0277
558.11  5572.3664
558.21  5441.1088
558.31  5368.655
558.41  5427.1814
558.51  5448.147
558.61  5486.1319
558.71  5547.6462
558.81  5508.9189
558.91  5539.1101
559.01  5388.4173
559.11  5501.4693
559.21  5475.2114
559.31  5460.3204
559.41  5483.0421
559.51  5489.3539
559.61  5368.9894
559.71  5481.7077
559.81  5432.8978
559.91  5391.7282
560.01  5459.2324
560.11  5464.4335
560.21  5365.0758
560.31  5477.8349
560.41  5549.5491
560.51  5523.2512
560.61  5501.7917
560.71  5373.8794
560.81  5440.3661
560.91  5453.5616
561.01  5439.6595
561.11  5419.0878
561.21  5387.5291
561.31  5412.9927
561.41  5381.7905
561.51  5405.7867
561.61  5530.5158

# External Channel Data Cycle: 0, Temp1_Sen [K] (EBH 150)
#
# ColumnLabels: energy Temp1_Sen [K] (EBH 150)
#
511.61 415.1456
511.71 415.14670000000007
511.81 415.14670000000007
511.91 415.1468000000001
512.01 415.1468000000001
512.11 415.1459000000001
512.21 415.14540000000005
512.31 415.14350000000002
512.41 415.14280000000008
512.51 415.1447
512.61 415.1447
512.71 415.1447
512.81 415.14439999999996
512.91 415.14330000000001
513.01 415.14190000000008
513.11 415.14190000000008
513.21 415.14240000000001
513.31 415.14300000000003
513.41 415.14369999999997
513.51 415.14210000000003
513.61 415.14210000000003
513.71 415.14109999999999
513.81 415.14080000000001
513.91 415.14120000000003
514.01 415.14019999999999
514.11 415.14109999999999
514.21 415.14139999999998
514.31 415.14070000000004
514.41 415.14080000000001
514.51 415.14140000000009
514.61 415.14100000000008
514.71 415.13960000000009
514.81 415.14030000000002
514.91 415.13940000000002
515.01 415.13989999999995
515.11 415.13929999999993
515.21 415.14029999999991
515.31 415.14029999999991
515.41 415.13959999999997
515.51 415.13959999999997
515.61 415.14060000000001
515.71 415.14029999999991
515.81 415.13919999999996
515.91 415.13929999999999
516.01 415.13919999999996
516.11 415.13739999999996
516.21 415.13850000000002
516.31 415.13889999999992
516.41 415.13989999999995
516.51 415.13989999999995
516.61 415.13949999999994
516.71 415.13749999999999
516.81 415.13749999999999
516.91 415.13830000000007
517.01 415.1388
517.11 415.1388
517.21 415.13950000000006
517.31 415.13909999999998
517.41 415.13959999999997
517.51 415.13959999999997
517.61 415.13949999999994
517.71 415.13839999999993
517.81 415.13709999999992
517.91 415.13670000000002
518.01 415.13630000000001
518.11 415.13680000000005
518.21 415.13680000000005
518.31 415.13680000000005
518.41 415.13640000000004
518.51 415.13620000000003
518.61 415.13680000000005
518.71 415.13569999999999
518.81 415.13569999999999
518.91 415.13590000000005
519.01 415.13590000000005
519.11 415.13549999999998
519.21 415.1361
519.31 415.13580000000002
519.41 415.13549999999998
519.51 415.13549999999998
519.61 415.13569999999999
519.71 415.13599999999997
519.81 415.13710000000003
519.91 415.13499999999993
520.01 415.13509999999997
520.11 415.13509999999997
520.21 415.13460000000003
520.31 415.13510000000008
520.41 415.1345
520.51 415.13389999999998
520.61 415.13320000000004
520.71 415.13350000000003
520.81 415.13469999999995
520.91 415.13590000000005
521.01 415.13590000000005
521.11 415.13720000000012
521.21 415.13720000000012
521.31 415.1366000000001
521.41 415.13610000000006
521.51 415.13500000000005
521.61 415.13500000000005
521.71 415.13280000000003
521.81 415.13260000000008
521.91 415.13310000000001
522.01 415.13310000000001
522.11 415.13189999999997
522.21 415.13179999999994
522.31 415.13119999999998
522.41 415.13199999999995
522.51 415.13249999999999
522.61 415.1327
522.71 415.1327
522.81 415.13199999999995
522.91 415.13289999999995
523.01 415.13279999999997
523.11 415.13209999999998
523.21 415.13310000000001
523.31 415.13419999999996
523.41 415.13359999999994
523.51 415.13469999999995
523.61 415.13469999999995
523.71 415.13350000000003
523.81 415.13310000000001
523.91 415.13329999999996
524.01 415.13230000000004
524.11 415.13230000000004
524.21 415.13350000000003
524.31 415.13299999999998
524.41 415.13299999999998
524.51 415.13240000000008
524.61 415.13260000000002
524.71 415.13389999999998
524.81 415.13400000000001
524.91 415.13379999999995
525.01 415.13199999999995
525.11 415.13199999999995
525.21 415.13229999999993
525.31 415.13179999999994
525.41 415.13179999999994
525.51 415.1321999999999
525.61 415.13119999999998
525.71 415.13109999999995
525.81 415.13109999999995
525.91 415.13149999999996
526.01 415.13149999999996
526.11 415.1318
526.21 415.13170000000002
526.31 415.13230000000004
526.41 415.1318
526.51 415.13050000000004
526.61 415.13050000000004
526.71 415.13
526.81 415.12950000000001
526.91 415.13050000000004
527.01 415.1309
527.11 415.13009999999997
527.21 415.12990000000002
527.31 415.12979999999999
527.41 415.13009999999997
527.51 415.13009999999997
527.61 415.13069999999999
527.71 415.13049999999993
527.81 415.12849999999997
527.91 415.12829999999997
528.01 415.12949999999989
528.11 415.12999999999994
528.21 415.12999999999994
528.31 415.12949999999989
528.41 415.12859999999989
528.51 415.12909999999994
528.61 415.12929999999994
528.71 415.13019999999989
528.81 415.13019999999989
528.91 415.13019999999989
529.01 415.13019999999995
529.11 415.12889999999999
529.21 415.12889999999999
529.31 415.12900000000002
529.41 415.12870000000004
529.51 415.12780000000004
529.61 415.12800000000004
529.71 415.12850000000009
529.81 415.12710000000004
529.91 415.12800000000004
530.01 415.12810000000002
530.11 415.12669999999997
530.21 415.12729999999999
530.31 415.12700000000007
530.41 415.12700000000007
530.51 415.12749999999994
530.61 415.1277
530.71 415.12860000000001
530.81 415.12880000000007
530.91 415.12890000000004
531.01 415.12890000000004
531.11 415.12970000000007
531.21 415.12829999999997
531.31 415.1277
531.41 415.12709999999998
531.51 415.12579999999997
531.61 415.12559999999996
531.71 415.12619999999987
531.81 415.12599999999992
531.91 415.12679999999989
532.01 415.12679999999989
532.11 415.12619999999998
532.21 415.1253999999999
532.31 415.1253999999999
532.41 415.12579999999997
532.51 415.12709999999998
532.61 415.12709999999998
532.71 415.12709999999998
532.81 415.12709999999998
532.91 415.12600000000003
533.01 415.12600000000003
533.11 415.12540000000001
533.21 415.12420000000003
533.31 415.125
533.41 415.12489999999997
533.51 415.1241
533.61 415.1241
533.71 415.12560000000002
533.81 415.12560000000002
533.91 415.12620000000004
534.01 415.12620000000004
534.11 415.12630000000001
534.21 415.12569999999994
534.31 415.12619999999998
534.41 415.12619999999998
534.51 415.125
534.61 415.12510000000003
534.71 415.12440000000004
534.81 415.12440000000004
534.91 415.12390000000005
535.01 415.12390000000005
535.11 415.12380000000002
535.21 415.12440000000004
535.31 415.12440000000004
535.41 415.1232
535.51 415.1241
535.61 415.12369999999999
535.71 415.12369999999999
535.81 415.12369999999999
535.91 415.12429999999995
536.01 415.12489999999997
536.11 415.12389999999994
536.21 415.12389999999994
536.31 415.12519999999995
536.41 415.12519999999995
536.51 415.12569999999994
536.61 415.12549999999999
536.71 415.12529999999998
536.81 415.12330000000003
536.91 415.12279999999998
537.01 415.1232
537.11 415.12200000000001
537.21 415.12290000000002
537.31 415.12360000000001
537.41 415.12439999999998
537.51 415.12529999999998
537.61 415.12519999999995
537.71 415.12519999999995
537.81 415.125
537.91 415.12389999999994
538.01 415.12389999999994
538.11 415.12630000000001
538.21 415.12540000000007
538.31 415.12490000000008
538.41 415.12490000000008
538.51 415.1255000000001
538.61 415.1255000000001
538.71 415.12570000000005
538.81 415.125
538.91 415.125
539.01 415.1259
539.11 415.1259
539.21 415.12390000000005
539.31 415.12390000000005
539.41 415.12459999999999
539.51 415.12380000000002
539.61 415.12380000000002
539.71 415.1241
539.81 415.12340000000006
539.91 415.12350000000004
540.01 415.12189999999998
540.11 415.12209999999993
540.21 415.12209999999993
540.31 415.12299999999993
540.41 415.12369999999993
540.51 415.12309999999997
540.61 415.12309999999997
540.71 415.12389999999994
540.81 415.12389999999994
540.91 415.12289999999996
541.01 415.1223
541.11 415.12259999999998
541.21 415.12139999999999
541.31 415.12139999999999
541.41 415.12150000000003
541.51 415.12389999999994
541.61 415.12369999999993
541.71 415.12379999999996
541.81 415.12379999999996
541.91 415.12279999999998
542.01 415.12279999999998
542.11 415.12300000000005
542.21 415.12279999999998
542.31 415.12379999999996
542.41 415.12389999999994
542.51 415.12360000000001
542.61 415.12360000000001
542.71 415.1232
542.81 415.12379999999996
542.91 415.1241
543.01 415.1241
543.11 415.12489999999997
543.21 415.1241
543.31 415.12349999999998
543.41 415.12349999999998
543.51 415.12309999999997
543.61 415.12299999999993
543.71 415.1232
543.81 415.12240000000003
543.91 415.12240000000003
544.01 415.12279999999998
544.11 415.12360000000001
544.21 415.12439999999998
544.31 415.12390000000005
544.41 415.12489999999997
544.51 415.12459999999999
544.61 415.12330000000003
544.71 415.12369999999999
544.81 415.12369999999999
544.91 415.12340000000006
545.01 415.12299999999993
545.11 415.12349999999998
545.21 415.12259999999998
545.31 415.12239999999991
545.41 415.12239999999991
545.51 415.12289999999996
545.61 415.12289999999996
545.71 415.12240000000003
545.81 415.12180000000006
545.91 415.1228000000001
546.01 415.12140000000011
546.11 415.12210000000005
546.21 415.12240000000003
546.31 415.12300000000005
546.41 415.12300000000005
546.51 415.12300000000005
546.61 415.12340000000006
546.71 415.12279999999998
546.81 415.12189999999998
546.91 415.12200000000001
547.01 415.1219000000001
547.11 415.1219000000001
547.21 415.12240000000003
547.31 415.1241
547.41 415.1241
547.51 415.12290000000002
547.61 415.12240000000003
547.71 415.12249999999995
547.81 415.12249999999995
547.91 415.12350000000004
548.01 415.12310000000008
548.11 415.12380000000002
548.21 415.12420000000003
548.31 415.12399999999997
548.41 415.12349999999998
548.51 415.12340000000006
548.61 415.12349999999998
548.71 415.1241
548.81 415.12349999999998
548.91 415.12349999999998
549.01 415.12270000000001
549.11 415.12270000000001
549.21 415.1223
549.31 415.1223
549.41 415.12299999999993
549.51 415.12339999999995
549.61 415.12299999999993
549.71 415.12240000000003
549.81 415.12350000000004
549.91 415.12350000000004
550.01 415.12350000000004
550.11 415.1241
550.21 415.12439999999998
550.31 415.12450000000001
550.41 415.12489999999997
550.51 415.12489999999997
550.61 415.12489999999997
550.71 415.12540000000001
550.81 415.12379999999996
550.91 415.12379999999996
551.01 415.12129999999996
551.11 415.12160000000006
551.21 415.12160000000006
551.31 415.12180000000006
551.41 415.12119999999993
551.51 415.12119999999993
551.61 415.12169999999998
551.71 415.12279999999998
551.81 415.1241
551.91 415.1241
552.01 415.12450000000001
552.11 415.12510000000003
552.21 415.12529999999998
552.31 415.12419999999992
552.41 415.12459999999999
552.51 415.125
552.61 415.12349999999998
552.71 415.12299999999993
552.81 415.12429999999995
552.91 415.12429999999995
553.01 415.12369999999993
553.11 415.12439999999998
553.21 415.12450000000001
553.31 415.1241
553.41 415.12349999999998
553.51 415.12529999999998
553.61 415.12489999999997
553.71 415.12529999999998
553.81 415.12419999999992
553.91 415.12419999999992
554.01 415.12369999999999
554.11 415.12399999999997
554.21 415.12430000000006
554.31 415.12510000000003
554.41 415.12570000000005
554.51 415.12570000000005
554.61 415.1246000000001
554.71 415.12310000000008
554.81 415.12350000000004
554.91 415.12309999999997
555.01 415.12309999999997
555.11 415.12290000000002
555.21 415.12369999999999
555.31 415.12369999999999
555.41 415.12340000000006
555.51 415.12289999999996
555.61 415.12349999999998
555.71 415.12379999999996
555.81 415.12330000000003
555.91 415.12459999999999
556.01 415.12309999999997
556.11 415.12309999999997
556.21 415.12349999999998
556.31 415.12349999999998
556.41 415.12340000000006
556.51 415.12380000000002
556.61 415.1235999999999
556.71 415.12299999999993
556.81 415.12379999999996
556.91 415.12379999999996
557.01 415.12399999999997
557.11 415.12469999999996
557.21 415.12520000000006
557.31 415.12510000000003
557.41 415.12459999999999
557.51 415.12459999999999
557.61 415.12489999999997
557.71 415.12389999999994
557.81 415.12389999999994
557.91 415.12420000000003
558.01 415.12440000000004
558.11 415.12440000000004
558.21 415.12480000000005
558.31 415.12540000000007
558.41 415.12390000000005
558.51 415.12390000000005
558.61 415.12219999999996
558.71 415.12309999999997
558.81 415.12309999999997
558.91 415.1232
559.01 415.12219999999996
559.11 415.12210000000005
559.21 415.12210000000005
559.31 415.12250000000006
559.41 415.12259999999998
559.51 415.12259999999998
559.61 415.12259999999998
559.71 415.12330000000003
559.81 415.12330000000003
559.91 415.12299999999993
560.01 415.12329999999992
560.11 415.12329999999992
560.21 415.12309999999997
560.31 415.12259999999998
560.41 415.12250000000006
560.51 415.12279999999998
560.61 415.12109999999996
560.71 415.12109999999996
560.81 415.12090000000001
560.91 415.12129999999996
561.01 415.12129999999996
561.11 415.12129999999996
561.21 415.12070000000006
561.31 415.12070000000006
561.41 415.11980000000005
561.51 415.11990000000003
561.61 415.12029999999993

