# Created by:        SpecsLab Prodigy, Version 4.91.3-r105809 
#
# XY-Serializer Export Settings:
#   Comment Prefix:           #
#   Output Meta Data:         yes
#   Energy Axis:              Kinetic Energy
#   Count Rate:               Counts per Second
#   Separate Scan Data:       no
#   Separate Channel Data:    no
#   External Channel Data:    yes
#   Transmission Function:    no
#   Error Bar:                no
#   Operation Results:        yes
#   Time Zone Format:         UTC
#
# Group:                        Transmission cyclic
#
# Region:                       As3d4
# Spectrum ID:                  19
# Acquisition Date:             06/01/22 13:28:38 UTC
# Analysis Method:              XPS
# Analyzer Lens:                SmallArea:1.5kV
# Analyzer Slit:                4:7x20c\B:open
# Scan Mode:                    FixedAnalyzerTransmission
# Curves/Scan:                  1
# Values/Curve:                 131
# Dwell Time:                   0.5
# Excitation Energy:            1486.61
# Kinetic Energy:               1434.61
# Pass Energy:                  20
# Bias Voltage:                 90
# Detector Voltage:             1850
# Eff. Workfunction:            4.14
# Source:                       X-Ray Dummy
# Comment:                      
# OrdinateRange:                [-22.000000, 22.000000]

# Cycle: 0
#
# Number of Scans: 48

# Cycle: 0, Curve: 0
#
# Acquisition Date:             06/01/22 13:28:38 UTC
# ColumnLabels:                 energy counts/s
#
1434.61  122.63451
1434.71  115.988
1434.81  120.11401
1434.91  120.42303
1435.01  123.21754
1435.11  127.54843
1435.21  124.43432
1435.31  121.65125
1435.41  124.84786
1435.51  124.20768
1435.61  129.75718
1435.71  126.38517
1435.81  130.65575
1435.91  129.76526
1436.01  129.4026
1436.11  131.85213
1436.21  133.07059
1436.31  132.15129
1436.41  134.12466
1436.51  133.46612
1436.61  139.84369
1436.71  138.54983
1436.81  137.21243
1436.91  143.4112
1437.01  142.34474
1437.11  140.8523
1437.21  140.83924
1437.31  148.32992
1437.41  146.49932
1437.51  147.06646
1437.61  149.98142
1437.71  154.9098
1437.81  159.25334
1437.91  160.00206
1438.01  164.6391
1438.11  166.76034
1438.21  176.97325
1438.31  178.19363
1438.41  178.66541
1438.51  179.03954
1438.61  173.42303
1438.71  176.80494
1438.81  177.77112
1438.91  177.70032
1439.01  170.4816
1439.11  161.84314
1439.21  152.17425
1439.31  144.75502
1439.41  135.48977
1439.51  124.76403
1439.61  111.64585
1439.71  101.08455
1439.81  91.969548
1439.91  90.05525
1440.01  88.216076
1440.11  83.706653
1440.21  85.288399
1440.31  80.975411
1440.41  78.171672
1440.51  81.722285
1440.61  82.180006
