# Created by:        SpecsLab Prodigy, Version 4.91.3-r105809 
#
# XY-Serializer Export Settings:
#   Comment Prefix:           #
#   Output Meta Data:         yes
#   Energy Axis:              Kinetic Energy
#   Count Rate:               Counts per Second
#   Separate Scan Data:       no
#   Separate Channel Data:    no
#   External Channel Data:    yes
#   Transmission Function:    no
#   Error Bar:                no
#   Operation Results:        yes
#   Time Zone Format:         UTC
#
# Group:                        Transmission cyclic
#
# Region:                       VB4
# Spectrum ID:                  16
# Acquisition Date:             06/01/22 13:22:05 UTC
# Analysis Method:              XPS
# Analyzer Lens:                SmallArea:1.5kV
# Analyzer Slit:                4:7x20c\B:open
# Scan Mode:                    FixedAnalyzerTransmission
# Curves/Scan:                  1
# Values/Curve:                 311
# Dwell Time:                   0.5
# Excitation Energy:            1486.61
# Kinetic Energy:               1456.61
# Pass Energy:                  20
# Bias Voltage:                 90
# Detector Voltage:             1850
# Eff. Workfunction:            4.14
# Source:                       X-Ray Dummy
# Comment:                      
# OrdinateRange:                [-22.000000, 22.000000]

# Cycle: 0
#
# Number of Scans: 10

# Cycle: 0, Curve: 0
#
# Acquisition Date:             06/01/22 13:22:05 UTC
# ColumnLabels:                 energy counts/s
#
1470.11 362.39070000000004
1470.21 362.38900000000001
1470.31 362.38449999999995
1470.41 362.38359999999994
1470.51 362.37779999999992
1470.61 362.37479999999994
1470.71 362.37209999999999
1470.81 362.36569999999995
1470.91 362.36529999999999
1471.01 362.36029999999994
1471.11 362.35759999999999
1471.21 362.35330000000005
1471.31 362.3485
1471.41 362.34870000000001
1471.51 362.34289999999999
1471.61 362.3383
1471.71 362.33550000000002
1471.81 362.33000000000004
1471.91 362.32900000000001
1472.01 362.3236
1472.11 362.32330000000002
1472.21 362.31759999999997
1472.31 362.31439999999992
1472.41 362.31149999999997
1472.51 362.30540000000008
1472.61 362.30369999999999
1472.71 362.29920000000004
1472.81 362.29659999999996
1472.91 362.29190000000006
1473.01 362.29070000000002
1473.11 362.28750000000002
1473.21 362.28370000000001
1473.31 362.28120000000001
1473.41 362.27529999999996
1473.51 362.2731
1473.61 362.27169999999995
1473.71 362.26539999999994
1473.81 362.26269999999994
1473.91 362.25409999999999
1474.01 362.25200000000001
1474.11 362.25049999999999
1474.21 362.24590000000001
1474.31 362.2457
1474.41 362.23970000000003
1474.51 362.23759999999999
1474.61 362.23220000000003
1474.71 362.22990000000004
1474.81 362.22710000000001
1474.91 362.22290000000004
1475.01 362.21820000000002
1475.11 362.21580000000006
1475.21 362.21219999999994
1475.31 362.2079
1475.41 362.20319999999998
1475.51 362.202
1475.61 362.19709999999998
1475.71 362.19400000000002
1475.81 362.19019999999995
1475.91 362.18619999999999
1476.01 362.18529999999998
1476.11 362.18249999999989
1476.21 362.1789
1476.31 362.17009999999993
1476.41 362.16789999999997
1476.51 362.16700000000003
1476.61 362.16340000000002
1476.71 362.15890000000002
1476.81 362.15249999999997
1476.91 362.15029999999996
1477.01 362.14700000000005
1477.11 362.14340000000004
1477.21 362.14080000000001
1477.31 362.13659999999999
1477.41 362.13300000000004
1477.51 362.12970000000001
1477.61 362.12659999999994
1477.71 362.12299999999993
1477.81 362.11750000000001
1477.91 362.1164
1478.01 362.11350000000004
1478.11 362.10990000000004
1478.21 362.10560000000004
1478.31 362.10070000000002
1478.41 362.09900000000005
1478.51 362.09390000000002
1478.61 362.0899
1478.71 362.08620000000002
1478.81 362.08350000000002
1478.91 362.08180000000004
1479.01 362.07859999999994
1479.11 362.07600000000002
1479.21 362.07229999999993
1479.31 362.06550000000004
1479.41 362.06600000000003
1479.51 362.05930000000001
1479.61 362.05519999999996
1479.71 362.05250000000007
1479.81 362.05060000000003
1479.91 362.04700000000003
1480.01 362.0421
1480.11 362.03769999999997
1480.21 362.03370000000001
1480.31 362.03249999999997
1480.41 362.02969999999999
1480.51 362.02710000000002
1480.61 362.02019999999999
1480.71 362.0163
1480.81 362.01600000000002
1480.91 362.01060000000001
1481.01 362.00760000000002
1481.11 362.00360000000006
1481.21 362.00009999999997
1481.31 361.99799999999993
1481.41 361.99169999999998
1481.51 361.98809999999997
1481.61 361.98590000000002
1481.71 361.98239999999998
1481.81 361.97970000000004
1481.91 361.97379999999993
1482.01 361.97219999999999
1482.11 361.96800000000002
1482.21 361.96570000000003
1482.31 361.9606
1482.41 361.95760000000001
1482.51 361.95379999999994
1482.61 361.95120000000009
1482.71 361.94909999999999
1482.81 361.9434
1482.91 361.93970000000002
1483.01 361.93539999999996
1483.11 361.93279999999993
1483.21 361.92950000000002
1483.31 361.9264
1483.41 361.92240000000004
1483.51 361.92030000000005
1483.61 361.91789999999997
1483.71 361.91430000000003
1483.81 361.9085
1483.91 361.90689999999995
1484.01 361.90170000000001
1484.11 361.89999999999998
1484.21 361.89610000000005
1484.31 361.89319999999998
1484.41 361.89069999999998
1484.51 361.88720000000001
1484.61 361.88219999999995
1484.71 361.87819999999999
1484.81 361.8732
1484.91 361.8716
1485.01 361.86800000000005
1485.11 361.86369999999999
1485.21 361.85980000000001
1485.31 361.85590000000002
1485.41 361.85479999999995
1485.51 361.85080000000005
1485.61 361.84790000000004
1485.71 361.84190000000001
1485.81 361.83730000000003
1485.91 361.8365
1486.01 361.83199999999999
1486.11 361.83039999999994
1486.21 361.82639999999998
1486.31 361.82299999999998
1486.41 361.8193
1486.51 361.81470000000002
1486.61 361.81259999999997
1486.71 361.8091
1486.81 361.80680000000001
1486.91 361.80270000000002
1487.01 361.79679999999996
1487.11 361.79569999999995
1487.21 361.79039999999998
1487.31 361.78969999999998
1487.41 361.78520000000003
1487.51 361.78090000000009
1487.61 361.77760000000001

