# Created by:        SpecsLab Prodigy, Version 4.91.3-r105809 
#
# XY-Serializer Export Settings:
#   Comment Prefix:           #
#   Output Meta Data:         yes
#   Energy Axis:              Kinetic Energy
#   Count Rate:               Counts per Second
#   Separate Scan Data:       no
#   Separate Channel Data:    no
#   External Channel Data:    yes
#   Transmission Function:    no
#   Error Bar:                no
#   Operation Results:        yes
#   Time Zone Format:         UTC
#
# Group:                        Transmission cyclic
#
# Region:                       VB4
# Spectrum ID:                  16
# Acquisition Date:             06/01/22 13:22:05 UTC
# Analysis Method:              XPS
# Analyzer Lens:                SmallArea:1.5kV
# Analyzer Slit:                4:7x20c\B:open
# Scan Mode:                    FixedAnalyzerTransmission
# Curves/Scan:                  1
# Values/Curve:                 311
# Dwell Time:                   0.5
# Excitation Energy:            1486.61
# Kinetic Energy:               1456.61
# Pass Energy:                  20
# Bias Voltage:                 90
# Detector Voltage:             1850
# Eff. Workfunction:            4.14
# Source:                       X-Ray Dummy
# Comment:                      
# OrdinateRange:                [-22.000000, 22.000000]

# Cycle: 0
#
# Number of Scans: 10

# Cycle: 0, Curve: 0
#
# Acquisition Date:             06/01/22 13:22:05 UTC
# ColumnLabels:                 energy counts/s
#
1456.61  45.80569
1456.71  45.076225
1456.81  44.950385
1456.91  44.197217
1457.01  42.50459
1457.11  43.279325
1457.21  49.121287
1457.31  49.520875
1457.41  42.999842
1457.51  41.832046
1457.61  51.705112
1457.71  47.533442
1457.81  43.697005
1457.91  46.275262
1458.01  45.338178
1458.11  45.814123
1458.21  49.327156
1458.31  50.965638
1458.41  44.214126
1458.51  45.68443
1458.61  49.403213
1458.71  45.583933
1458.81  49.001155
1458.91  55.866074
1459.01  51.796312
1459.11  50.901457
1459.21  47.762236
1459.31  44.781475
1459.41  48.716729
1459.51  48.994738
1459.61  50.586171
1459.71  49.300559
1459.81  41.978855
1459.91  47.223467
1460.01  47.430043
1460.11  51.639384
1460.21  53.969791
1460.31  50.031781
1460.41  53.226679
1460.51  50.509613
1460.61  48.495588
1460.71  47.627779
1460.81  46.462471
1460.91  43.808451
1461.01  42.939226
1461.11  45.714105
1461.21  44.319884
1461.31  50.243899
1461.41  51.572651
1461.51  49.609776
1461.61  50.336664
1461.71  48.364457
1461.81  48.019468
1461.91  45.720501
1462.01  46.978793
1462.11  45.595538
1462.21  45.820699
1462.31  44.750729
1462.41  43.297924
1462.51  43.714081
1462.61  48.307143
1462.71  47.904254
1462.81  46.401592
1462.91  47.640109
1463.01  46.747859
1463.11  43.408722
1463.21  39.595887
1463.31  44.207639
1463.41  44.306956
1463.51  41.68187
1463.61  47.202205
1463.71  43.971934
1463.81  45.761608
1463.91  45.299104
1464.01  43.748756
1464.11  51.596005
1464.21  47.660811
1464.31  45.976241
1464.41  45.092626
1464.51  43.863629
1464.61  49.218899
1464.71  47.452318
1464.81  48.108969
1464.91  46.599398
1465.01  50.234396
1465.11  60.849432
1465.21  54.019207
1465.31  50.59769
1465.41  53.727039
1465.51  55.680257
1465.61  58.440964
1465.71  63.767914
1465.81  79.577636
1465.91  83.038188
1466.01  104.91136
1466.11  116.95358
1466.21  140.55912
1466.31  160.3367
1466.41  173.7405
1466.51  183.08011
1466.61  187.75553
1466.71  191.91502
1466.81  192.55637
1466.91  164.40825
1467.01  152.52863
1467.11  130.56505
1467.21  112.93025
1467.31  91.354219
1467.41  75.502411
1467.51  60.274118
1467.61  55.948036
1467.71  55.221377
1467.81  45.203466
1467.91  43.059086
1468.01  44.414533
1468.11  43.657432
1468.21  42.103962
1468.31  40.190718
1468.41  37.367435
1468.51  36.410148
1468.61  43.783202
1468.71  41.398152
1468.81  40.548703
1468.91  42.626268
1469.01  45.497701
1469.11  47.877761
1469.21  41.770541
1469.31  33.697925
1469.41  40.429047
1469.51  42.059918
1469.61  41.543263
1469.71  40.590344
1469.81  40.653639
1469.91  36.39
1470.01  39.106404
1470.11  39.739514
1470.21  35.298129
1470.31  36.903078
1470.41  35.483213
1470.51  32.319081
1470.61  31.657387
1470.71  36.063491
1470.81  34.637604
1470.91  34.477994
1471.01  39.765301
1471.11  34.57517
1471.21  33.594518
1471.31  34.370025
1471.41  36.447854
1471.51  33.041538
1471.61  33.285584
1471.71  35.946523
1471.81  36.374343
1471.91  33.86043
1472.01  31.160194
1472.11  34.372443
1472.21  34.241038
1472.31  39.888215
1472.41  31.583391
1472.51  31.711089
1472.61  32.326274
1472.71  35.207402
1472.81  35.938396
1472.91  38.618351
1473.01  38.409793
1473.11  39.691232
1473.21  41.258391
1473.31  42.816166
1473.41  42.643471
1473.51  41.324066
1473.61  40.18443
1473.71  40.210532
1473.81  35.70714
1473.91  38.009622
1474.01  37.798877
1474.11  42.570316
1474.21  37.461339
1474.31  39.777311
1474.41  37.207063
1474.51  39.376858
1474.61  42.333214
1474.71  39.041896
1474.81  38.640702
1474.91  38.398356
1475.01  39.256846
1475.11  36.642877
1475.21  35.53594
1475.31  33.433366
1475.41  32.165016
1475.51  30.547172
1475.61  30.697492
1475.71  28.252494
1475.81  29.145872
1475.91  25.725844
1476.01  31.132671
1476.11  28.721567
1476.21  28.820201
1476.31  27.593104
1476.41  26.429753
1476.51  25.264359
1476.61  24.05491
1476.71  26.438356
1476.81  27.092292
1476.91  24.924031
1477.01  25.884713
1477.11  28.380156
1477.21  26.985517
1477.31  26.201376
1477.41  29.834864
1477.51  30.60909
1477.61  30.366917
1477.71  27.514586
1477.81  27.724083
1477.91  29.979419
1478.01  28.496776
1478.11  29.15858
1478.21  34.33743
1478.31  31.244947
1478.41  34.531569
1478.51  34.520175
1478.61  35.69366
1478.71  38.099605
1478.81  39.787038
1478.91  38.478026
1479.01  36.62744
1479.11  40.953612
1479.21  40.648458
1479.31  42.627588
1479.41  46.061879
1479.51  47.774997
1479.61  50.015711
1479.71  49.237162
1479.81  48.023742
1479.91  52.272796
1480.01  54.197094
1480.11  57.512593
1480.21  55.177248
1480.31  56.122611
1480.41  63.877773
1480.51  67.836481
1480.61  65.084333
1480.71  75.352324
1480.81  81.240293
1480.91  84.709699
1481.01  91.612877
1481.11  101.14322
1481.21  104.08676
1481.31  111.98282
1481.41  121.90927
1481.51  143.04257
1481.61  143.75912
1481.71  142.66397
1481.81  149.70541
1481.91  158.05721
1482.01  158.73977
1482.11  164.67508
1482.21  159.0574
1482.31  157.59992
1482.41  158.49377
1482.51  149.01869
1482.61  139.05692
1482.71  143.00556
1482.81  130.01583
1482.91  122.29727
1483.01  111.14119
1483.11  103.74846
1483.21  87.34855
1483.31  73.942439
1483.41  69.560919
1483.51  69.238603
1483.61  70.515053
1483.71  66.329505
1483.81  62.75103
1483.91  58.001624
1484.01  56.362295
1484.11  60.338292
1484.21  60.564067
1484.31  55.172852
1484.41  47.88691
1484.51  52.979098
1484.61  44.117502
1484.71  45.136338
1484.81  38.847708
1484.91  41.099604
1485.01  39.224722
1485.11  35.883158
1485.21  31.037186
1485.31  27.291394
1485.41  31.541815
1485.51  30.83631
1485.61  24.780639
1485.71  24.030909
1485.81  22.607725
1485.91  18.154962
1486.01  18.019306
1486.11  12.974862
1486.21  11.263975
1486.31  10.081227
1486.41  4.9084765
1486.51  4.9724058
1486.61  4.6218961
1486.71  6.2168003
1486.81  6.2500254
1486.91  3.7930638
1487.01  5.1112656
1487.11  5.8288928
1487.21  5.3573722
1487.31  6.4143152
1487.41  5.8216089
1487.51  4.9420967
1487.61  6.4640422

# External Channel Data Cycle: 0, Temp1_Sen [K] (EBH 150)
#
# ColumnLabels: energy Temp1_Sen [K] (EBH 150)
#
1456.61 362.88060000000002
1456.71 362.87819999999999
1456.81 362.87270000000001
1456.91 362.87180000000001
1457.01 362.86620000000005
1457.11 362.86350000000004
1457.21 362.86090000000002
1457.31 362.85579999999999
1457.41 362.8537
1457.51 362.84950000000009
1457.61 362.84690000000001
1457.71 362.83949999999993
1457.81 362.83760000000001
1457.91 362.83460000000002
1458.01 362.82999999999993
1458.11 362.82619999999997
1458.21 362.8232999999999
1458.31 362.81869999999998
1458.41 362.81479999999999
1458.51 362.81080000000003
1458.61 362.80840000000001
1458.71 362.80439999999999
1458.81 362.80190000000005
1458.91 362.79630000000003
1459.01 362.79259999999999
1459.11 362.79019999999997
1459.21 362.78709999999995
1459.31 362.78439999999995
1459.41 362.77709999999996
1459.51 362.77480000000003
1459.61 362.77070000000003
1459.71 362.76719999999995
1459.81 362.76619999999991
1459.91 362.75969999999995
1460.01 362.75810000000001
1460.11 362.75380000000001
1460.21 362.74939999999998
1460.31 362.74649999999997
1460.41 362.74270000000001
1460.51 362.73930000000001
1460.61 362.73570000000001
1460.71 362.73019999999997
1460.81 362.72719999999998
1460.91 362.72340000000003
1461.01 362.71969999999999
1461.11 362.71629999999999
1461.21 362.71470000000005
1461.31 362.70930000000004
1461.41 362.70689999999996
1461.51 362.70490000000001
1461.61 362.69939999999997
1461.71 362.69409999999999
1461.81 362.69150000000002
1461.91 362.68880000000001
1462.01 362.68630000000002
1462.11 362.68150000000003
1462.21 362.67880000000002
1462.31 362.67400000000004
1462.41 362.6705
1462.51 362.6696
1462.61 362.66019999999997
1462.71 362.65919999999994
1462.81 362.65440000000001
1462.91 362.65129999999994
1463.01 362.64870000000002
1463.11 362.64429999999999
1463.21 362.64119999999997
1463.31 362.63679999999999
1463.41 362.63230000000004
1463.51 362.62880000000007
1463.61 362.62619999999998
1463.71 362.62070000000006
1463.81 362.61989999999997
1463.91 362.61760000000004
1464.01 362.61199999999997
1464.11 362.60899999999992
1464.21 362.60540000000003
1464.31 362.6003
1464.41 362.59840000000003
1464.51 362.59309999999999
1464.61 362.58980000000003
1464.71 362.5865
1464.81 362.58319999999998
1464.91 362.58109999999999
1465.01 362.5752
1465.11 362.57440000000003
1465.21 362.56889999999999
1465.31 362.5675
1465.41 362.56059999999997
1465.51 362.55849999999998
1465.61 362.55509999999992
1465.71 362.55010000000004
1465.81 362.5478
1465.91 362.54449999999997
1466.01 362.53719999999998
1466.11 362.5367
1466.21 362.53210000000001
1466.31 362.5292
1466.41 362.52519999999998
1466.51 362.52300000000002
1466.61 362.51850000000002
1466.71 362.51319999999998
1466.81 362.51139999999998
1466.91 362.50760000000002
1467.01 362.50430000000006
1467.11 362.49869999999999
1467.21 362.49719999999996
1467.31 362.49350000000004
1467.41 362.48889999999994
1467.51 362.48589999999996
1467.61 362.48309999999992
1467.71 362.47930000000008
1467.81 362.47470000000004
1467.91 362.47019999999998
1468.01 362.46890000000002
1468.11 362.46539999999999
1468.21 362.46189999999996
1468.31 362.45500000000004
1468.41 362.4511
1468.51 362.44999999999999
1468.61 362.44400000000002
1468.71 362.44210000000004
1468.81 362.4384
1468.91 362.43289999999996
1469.01 362.43090000000001
1469.11 362.42710000000005
1469.21 362.4255
1469.31 362.41989999999998
1469.41 362.41819999999996
1469.51 362.41510000000005
1469.61 362.40860000000004
1469.71 362.40480000000002
1469.81 362.40230000000003
1469.91 362.3997
1470.01 362.39710000000002
