# Created by:        SpecsLab Prodigy, Version 4.91.3-r105809 
#
# XY-Serializer Export Settings:
#   Comment Prefix:           #
#   Output Meta Data:         yes
#   Energy Axis:              Kinetic Energy
#   Count Rate:               Counts per Second
#   Separate Scan Data:       no
#   Separate Channel Data:    no
#   External Channel Data:    yes
#   Transmission Function:    no
#   Error Bar:                no
#   Operation Results:        yes
#   Time Zone Format:         UTC
#
# Group:                        Transmission cyclic
#
# Region:                       As3d2
# Spectrum ID:                  5
# Acquisition Date:             06/01/22 08:53:32 UTC
# Analysis Method:              XPS
# Analyzer Lens:                SmallArea:1.5kV
# Analyzer Slit:                4:7x20c\B:open
# Scan Mode:                    FixedAnalyzerTransmission
# Curves/Scan:                  1
# Values/Curve:                 131
# Dwell Time:                   0.1
# Excitation Energy:            1486.61
# Kinetic Energy:               1434.61
# Pass Energy:                  20
# Bias Voltage:                 90
# Detector Voltage:             1850
# Eff. Workfunction:            4.14
# Source:                       X-Ray Dummy
# Comment:                      
# OrdinateRange:                [-22.000000, 22.000000]

# Cycle: 0
#
# Number of Scans: 21

# Cycle: 0, Curve: 0
#
# Acquisition Date:             06/01/22 08:53:32 UTC
# ColumnLabels:                 energy counts/s
#
1434.61  85.00244
1434.71  94.442587
1434.81  92.844364
1434.91  86.145166
1435.01  101.42028
1435.11  95.885056
1435.21  98.575286
1435.31  86.644736
1435.41  89.084728
1435.51  96.242438
1435.61  99.957983
1435.71  89.881255
1435.81  81.411169
1435.91  94.106225
1436.01  101.33249
1436.11  105.7394
1436.21  103.48773
1436.31  102.37773
1436.41  96.582856
1436.51  95.772025
1436.61  95.69245
1436.71  91.92573
1436.81  90.210331
1436.91  100.55256
1437.01  97.806896
1437.11  92.273852
1437.21  83.718512
1437.31  88.604967
1437.41  90.124171
1437.51  85.758609
1437.61  102.75937
1437.71  98.423267
1437.81  85.648988
1437.91  89.140113
1438.01  82.595043
1438.11  82.15249
1438.21  91.049653
1438.31  89.470575
1438.41  91.401824
1438.51  86.721056
1438.61  89.045423
1438.71  83.698978
1438.81  94.656511
1438.91  82.315997
1439.01  86.513202
1439.11  100.16371
1439.21  84.757734
1439.31  89.593215
1439.41  88.055998
1439.51  88.457537
1439.61  88.299908
1439.71  101.1577
1439.81  107.07638
1439.91  103.18973
1440.01  111.63767
1440.11  125.29255
1440.21  116.93851
1440.31  123.41895
1440.41  126.1401
1440.51  108.32276
1440.61  122.98773
1440.71  129.65433
1440.81  136.57239
1440.91  145.25467
1441.01  156.64847
1441.11  175.84343
1441.21  160.49543
1441.31  165.61361
1441.41  168.98948
1441.51  176.82293
1441.61  171.82875
1441.71  157.20247
1441.81  163.34069
1441.91  143.76792
1442.01  133.1103
1442.11  136.17885
1442.21  144.65367
1442.31  119.98098
1442.41  116.53759
1442.51  114.58583
1442.61  124.91678
1442.71  130.2612
1442.81  134.74909
1442.91  152.18366
1443.01  159.25223
1443.11  170.90687
1443.21  191.73913
1443.31  235.14472
1443.41  293.32432
1443.51  384.04169
1443.61  443.8641
1443.71  568.93398
1443.81  645.50768
1443.91  683.96381
1444.01  662.32048
1444.11  660.648
1444.21  702.40219
1444.31  712.40772
1444.41  737.95424
1444.51  789.90885
1444.61  748.85361
1444.71  710.69303
1444.81  572.34609
1444.91  394.61529
1445.01  293.33876
1445.11  198.33767
1445.21  142.49921
