BE/eV	PE: 1486.61 eV
47.8599999999999	6311.09
47.75999999999999	6445.41
47.659999999999854	6211.68
47.559999999999945	6288.34
47.45999999999981	6254.69
47.3599999999999	6197.43
47.25999999999999	6166.21
47.159999999999854	6254.8
47.059999999999945	6337.96
46.95999999999981	6395.1
46.8599999999999	6257.99
46.75999999999999	6253.41
46.659999999999854	6324.26
46.559999999999945	6473.43
46.45999999999981	6554.09
46.3599999999999	6456.54
46.25999999999999	6599.97
46.159999999999854	6554.62
46.059999999999945	6510.27
45.95999999999981	6383.69
45.8599999999999	6527.9
45.75999999999999	6416.83
45.659999999999854	6524.24
45.559999999999945	6438.88
45.45999999999981	6552.19
45.3599999999999	6517.68
45.25999999999999	6537.72
45.159999999999854	6436.92
45.059999999999945	6496.78
44.95999999999981	6525.92
44.8599999999999	6553.13
44.75999999999999	6691.54
44.659999999999854	6675.61
44.559999999999945	6490.51
44.45999999999981	6639.84
44.3599999999999	6772.1
44.25999999999999	6877.85
44.159999999999854	6977.95
44.059999999999945	7030.43
43.95999999999981	7131.15
43.8599999999999	7047.79
43.75999999999999	6999.57
43.659999999999854	7023.49
43.559999999999945	6818.08
43.45999999999981	6766.0
43.3599999999999	6622.74
43.25999999999999	6464.42
43.159999999999854	6317.16
43.059999999999945	6159.14
42.95999999999981	5957.58
42.8599999999999	5668.67
42.75999999999999	5466.27
42.659999999999854	5263.64
42.559999999999945	5236.15
42.45999999999981	5206.55
42.3599999999999	5093.2
42.25999999999999	5052.0
42.159999999999854	5087.5
42.059999999999945	5071.88
41.95999999999981	5033.6
41.8599999999999	5136.55
41.75999999999999	5141.28
41.659999999999854	5018.33
41.559999999999945	5231.44
41.45999999999981	5274.66
41.3599999999999	5171.87
41.25999999999999	5326.63
41.159999999999854	5123.11
41.059999999999945	5175.16
40.95999999999981	5245.45
40.8599999999999	5366.1
40.75999999999999	5503.83
40.659999999999854	5537.06
40.559999999999945	5616.16
40.45999999999981	5667.63
40.3599999999999	5701.55
40.25999999999999	5815.19
40.159999999999854	6070.55
40.059999999999945	6225.2
39.95999999999981	6492.34
39.8599999999999	6749.27
39.75999999999999	7033.43
39.659999999999854	7656.59
39.559999999999945	8489.96
39.45999999999981	9560.69
39.3599999999999	11281.1
39.25999999999999	13774.4
39.159999999999854	17440.9
39.059999999999945	22565.3
38.95999999999981	28562.8
38.8599999999999	34785.7
38.75999999999999	40448.0
38.659999999999854	43778.7
38.559999999999945	45542.7
38.45999999999981	46247.8
38.3599999999999	47620.4
38.25999999999999	50610.7
38.159999999999854	55191.9
38.059999999999945	58621.7
37.95999999999981	59022.5
37.8599999999999	55197.5
37.75999999999999	47794.5
37.659999999999854	39550.9
37.559999999999945	31558.1
37.45999999999981	24902.8
37.3599999999999	20568.0
37.25999999999999	17477.0
37.159999999999854	15130.2
37.059999999999945	13155.7
36.95999999999981	11143.6
36.8599999999999	9377.26
36.75999999999999	7686.11
36.659999999999854	6454.96
36.559999999999945	5315.76
36.45999999999981	4412.01
36.3599999999999	3746.6
36.25999999999999	3267.14
36.159999999999854	2913.36
36.059999999999945	2712.43
35.95999999999981	2534.13
35.8599999999999	2456.59
35.75999999999999	2343.75
35.659999999999854	2284.39
35.559999999999945	2184.66
35.45999999999981	2106.12
35.3599999999999	2138.78
35.25999999999999	2007.36
35.159999999999854	2079.49
35.059999999999945	2131.61
34.95999999999981	2153.04
34.8599999999999	2141.08
