BE/eV	PE: 1486.61 eV
2.8599999999996726	104.191
1.8599999999996726	138.416
0.8599999999996726	152.842
-0.14000000000032742	173.778
-1.1400000000003274	175.328
-2.1400000000003274	134.287
-3.1400000000003274	61.43
-4.140000000000327	20.2715
-5.140000000000327	4.97921
-6.140000000000327	2.33141
-7.140000000000327	1.44408
-8.140000000000327	1.27959
-9.140000000000327	0.0
