BE/eV	PE: 1486.61 eV
398.8599999999997	10757.5
397.8599999999997	10692.1
396.8599999999997	10630.9
395.8599999999997	10690.6
394.8599999999997	10866.8
393.8599999999997	10895.4
392.8599999999997	11056.4
391.8599999999997	11101.2
390.8599999999997	10971.4
389.8599999999997	11016.0
388.8599999999997	11329.2
387.8599999999997	11232.3
386.8599999999997	11526.3
385.8599999999997	11486.1
384.8599999999997	11315.2
383.8599999999997	11272.8
382.8599999999997	11290.2
381.8599999999997	11279.0
380.8599999999997	11154.3
379.8599999999997	11216.9
378.8599999999997	11098.2
377.8599999999997	11189.2
376.8599999999997	11298.7
375.8599999999997	11300.6
374.8599999999997	11358.5
373.8599999999997	11465.4
372.8599999999997	11475.7
371.8599999999997	11587.4
370.8599999999997	11935.1
369.8599999999997	12105.5
368.8599999999997	12213.4
367.8599999999997	12466.0
366.8599999999997	12412.6
365.8599999999997	12044.0
364.8599999999997	11342.2
363.8599999999997	11051.7
362.8599999999997	10377.4
361.8599999999997	10199.9
360.8599999999997	10274.2
359.8599999999997	10478.1
358.8599999999997	10798.3
357.8599999999997	11072.0
356.8599999999997	11335.9
355.8599999999997	11245.3
354.8599999999997	10865.4
353.8599999999997	10397.7
352.8599999999997	10126.3
351.8599999999997	9864.14
350.8599999999997	9683.05
349.8599999999997	9491.15
348.8599999999997	9321.65
347.8599999999997	9245.98
346.8599999999997	9141.08
345.8599999999997	8986.45
344.8599999999997	8767.49
343.8599999999997	8944.87
342.8599999999997	8924.8
341.8599999999997	8737.32
340.8599999999997	8839.68
339.8599999999997	8972.84
338.8599999999997	9067.22
337.8599999999997	8978.14
336.8599999999997	9087.73
335.8599999999997	9252.57
334.8599999999997	9372.26
333.8599999999997	9590.07
332.8599999999997	9968.81
331.8599999999997	9960.14
330.8599999999997	10050.1
329.8599999999997	9785.27
328.8599999999997	9173.72
327.8599999999997	8958.97
326.8599999999997	8895.97
325.8599999999997	8886.99
324.8599999999997	8996.9
323.8599999999997	8911.87
322.8599999999997	8972.91
321.8599999999997	8948.29
320.8599999999997	8876.17
319.8599999999997	8850.19
318.8599999999997	8690.24
317.8599999999997	8538.72
316.8599999999997	8521.15
315.8599999999997	8488.14
314.8599999999997	8580.96
313.8599999999997	8584.01
312.8599999999997	8592.71
311.8599999999997	8666.44
310.8599999999997	8563.14
309.8599999999997	8593.79
308.8599999999997	8748.45
307.8599999999997	8767.08
306.8599999999997	8764.87
305.8599999999997	8891.2
304.8599999999997	8947.44
303.8599999999997	8954.2
302.8599999999997	8794.67
301.8599999999997	8805.86
300.8599999999997	8909.21
299.8599999999997	8931.65
298.8599999999997	8883.39
297.8599999999997	9139.23
296.8599999999997	9154.12
295.8599999999997	9237.55
294.8599999999997	9229.13
293.8599999999997	9146.91
292.8599999999997	9411.21
291.8599999999997	9174.16
290.8599999999997	9162.78
289.8599999999997	9155.13
288.8599999999997	8975.35
287.8599999999997	8963.66
286.8599999999997	9282.49
285.8599999999997	9444.17
284.8599999999997	9513.04
283.8599999999997	9576.53
282.8599999999997	9870.63
281.8599999999997	10208.5
280.8599999999997	10389.5
279.8599999999997	10320.4
278.8599999999997	10151.7
277.8599999999997	10487.7
276.8599999999997	10542.8
275.8599999999997	10636.9
274.8599999999997	10487.7
273.8599999999997	10406.1
272.8599999999997	10045.3
271.8599999999997	9583.85
270.8599999999997	9404.71
269.8599999999997	9174.79
268.8599999999997	8945.61
267.8599999999997	8859.55
266.8599999999997	8583.4
265.8599999999997	8787.35
264.8599999999997	8900.9
263.8599999999997	9099.97
262.8599999999997	9077.09
261.8599999999997	9644.88
260.8599999999997	10176.2
259.8599999999997	11432.6
258.8599999999997	13586.0
257.8599999999997	15601.1
256.8599999999997	14470.7
255.85999999999967	11853.2
254.85999999999967	10070.1
253.85999999999967	9415.18
252.85999999999967	8592.15
251.85999999999967	7424.37
250.85999999999967	6094.77
249.85999999999967	5480.71
248.85999999999967	5143.36
247.85999999999967	5027.33
246.85999999999967	4942.48
245.85999999999967	5131.93
244.85999999999967	5059.32
243.85999999999967	5192.93
242.85999999999967	5217.92
241.85999999999967	5497.45
240.85999999999967	5569.02
239.85999999999967	5574.96
238.85999999999967	5385.59
237.85999999999967	5227.88
236.85999999999967	5057.03
235.85999999999967	4870.49
234.85999999999967	4778.98
233.85999999999967	4885.45
232.85999999999967	4667.66
231.85999999999967	4539.56
230.85999999999967	4546.17
229.85999999999967	4566.04
228.85999999999967	4649.67
227.85999999999967	4815.84
226.85999999999967	4924.94
225.85999999999967	5142.71
224.85999999999967	5332.67
223.85999999999967	6197.79
222.85999999999967	7596.03
221.85999999999967	8234.41
220.85999999999967	7259.83
219.85999999999967	5914.58
218.85999999999967	4852.09
217.85999999999967	4300.38
216.85999999999967	3826.81
215.85999999999967	3313.36
214.85999999999967	2862.72
213.85999999999967	2885.97
212.85999999999967	2665.47
211.85999999999967	2602.28
210.85999999999967	2643.32
209.85999999999967	2626.22
208.85999999999967	2757.84
207.85999999999967	2865.44
206.85999999999967	2861.43
205.85999999999967	2757.13
204.85999999999967	2893.3
203.85999999999967	3104.78
202.85999999999967	3278.88
201.85999999999967	3502.0
200.85999999999967	3382.37
199.85999999999967	3045.68
198.85999999999967	2569.37
197.85999999999967	2323.51
196.85999999999967	2377.37
195.85999999999967	2288.33
194.85999999999967	2285.93
193.85999999999967	2218.09
192.85999999999967	2224.04
191.85999999999967	2206.59
190.85999999999967	2208.88
189.85999999999967	2183.4
188.85999999999967	2133.2
187.85999999999967	2203.84
186.85999999999967	2204.54
185.85999999999967	2246.28
184.85999999999967	2317.43
183.85999999999967	2311.0
182.85999999999967	2327.09
181.85999999999967	2276.26
180.85999999999967	2333.72
179.85999999999967	2259.69
178.85999999999967	2278.5
177.85999999999967	2370.34
176.85999999999967	2374.78
175.85999999999967	2381.1
174.85999999999967	2423.0
173.85999999999967	2359.01
172.85999999999967	2365.47
171.85999999999967	2460.49
170.85999999999967	2440.34
169.85999999999967	2367.36
168.85999999999967	2310.56
167.85999999999967	2252.52
166.85999999999967	2372.2
165.85999999999967	2389.12
164.85999999999967	2466.91
163.85999999999967	2478.0
162.85999999999967	2460.27
161.85999999999967	2529.7
160.85999999999967	2602.36
159.85999999999967	2731.61
158.85999999999967	2661.0
157.85999999999967	2701.89
156.85999999999967	2651.49
155.85999999999967	2527.5
154.85999999999967	2500.95
153.85999999999967	2371.73
152.85999999999967	2249.96
151.85999999999967	2180.36
150.85999999999967	2054.92
149.85999999999967	2052.78
148.85999999999967	1969.13
147.85999999999967	1991.13
146.85999999999967	2066.37
145.85999999999967	2172.89
144.85999999999967	2358.11
143.85999999999967	2600.32
142.85999999999967	3061.04
141.85999999999967	3238.05
140.85999999999967	3041.11
139.85999999999967	2833.17
138.85999999999967	3099.88
137.85999999999967	3655.4
136.85999999999967	3469.49
135.85999999999967	2680.33
134.85999999999967	1703.02
133.85999999999967	1204.53
132.85999999999967	973.101
131.85999999999967	845.371
130.85999999999967	820.61
129.85999999999967	753.454
128.85999999999967	745.603
127.85999999999967	725.926
126.85999999999967	713.782
125.85999999999967	694.86
124.85999999999967	688.277
123.85999999999967	671.256
122.85999999999967	681.493
121.85999999999967	699.729
120.85999999999967	627.432
119.85999999999967	715.294
118.85999999999967	775.417
117.85999999999967	722.82
116.85999999999967	732.397
115.85999999999967	732.822
114.85999999999967	668.165
113.85999999999967	689.531
112.85999999999967	698.63
111.85999999999967	707.57
110.85999999999967	734.693
109.85999999999967	723.696
108.85999999999967	682.708
107.85999999999967	704.812
106.85999999999967	679.726
105.85999999999967	712.179
104.85999999999967	725.445
103.85999999999967	700.776
102.85999999999967	713.276
101.85999999999967	742.991
100.85999999999967	720.669
99.85999999999967	734.409
98.85999999999967	809.101
97.85999999999967	752.3
96.85999999999967	786.455
95.85999999999967	759.27
94.85999999999967	723.035
93.85999999999967	769.573
92.85999999999967	796.419
91.85999999999967	800.079
90.85999999999967	778.035
89.85999999999967	796.093
88.85999999999967	829.878
87.85999999999967	829.878
86.85999999999967	772.326
85.85999999999967	755.119
84.85999999999967	808.283
83.85999999999967	802.728
82.85999999999967	817.298
81.85999999999967	836.207
80.85999999999967	841.312
79.85999999999967	794.064
78.85999999999967	883.253
77.85999999999967	808.316
76.85999999999967	847.86
75.85999999999967	860.247
74.85999999999967	907.848
73.85999999999967	904.293
72.85999999999967	865.661
71.85999999999967	830.323
70.85999999999967	828.868
69.85999999999967	828.68
68.85999999999967	811.321
67.85999999999967	827.732
66.85999999999967	844.566
65.85999999999967	832.841
64.85999999999967	894.041
63.85999999999967	873.852
62.85999999999967	895.007
61.85999999999967	941.462
60.85999999999967	962.089
59.85999999999967	992.359
58.85999999999967	1092.26
57.85999999999967	1220.84
56.85999999999967	1186.48
55.85999999999967	1156.13
54.85999999999967	1044.74
53.85999999999967	946.506
52.85999999999967	830.319
51.85999999999967	754.622
50.85999999999967	659.49
49.85999999999967	660.618
48.85999999999967	691.608
47.85999999999967	667.726
46.85999999999967	684.116
45.85999999999967	692.239
44.85999999999967	717.272
43.85999999999967	774.715
42.85999999999967	794.397
41.85999999999967	899.4
40.85999999999967	1097.59
39.85999999999967	1648.78
38.85999999999967	2930.12
37.85999999999967	2989.74
36.85999999999967	1583.46
35.85999999999967	539.043
34.85999999999967	231.867
33.85999999999967	183.522
32.85999999999967	164.037
31.859999999999673	134.26
30.859999999999673	125.596
29.859999999999673	126.255
28.859999999999673	131.361
27.859999999999673	132.077
26.859999999999673	137.533
25.859999999999673	155.594
24.859999999999673	150.566
23.859999999999673	143.484
22.859999999999673	157.931
21.859999999999673	155.034
20.859999999999673	154.863
19.859999999999673	139.77
18.859999999999673	158.789
17.859999999999673	150.893
16.859999999999673	123.785
15.859999999999673	115.678
14.859999999999673	117.083
13.859999999999673	119.343
12.859999999999673	137.872
11.859999999999673	133.065
10.859999999999673	149.019
9.859999999999673	127.142
8.859999999999673	152.956
7.859999999999673	151.396
6.859999999999673	153.331
5.859999999999673	144.868
4.859999999999673	131.086
3.8599999999996726	101.918
